loan_amnt,int_rate,installment,grade,emp_length,home_ownership,annual_inc,dti,delinq_2yrs,inq_last_6mths,mths_since_last_delinq,open_acc,pub_rec,revol_bal,revol_util,total_acc,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_amnt,collections_12_mths_ex_med,application_type,acc_now_delinq,tot_coll_amt,tot_cur_bal,total_rev_hi_lim
1500,22.45,57.64,E,< 1 year,MORTGAGE,48000.0,29.18,0.0,0.0,47.0,9.0,0.0,7382,49.2,14.0,749.8,749.8,252.71,206.54,0.0,290.55,52.299,57.64,0.0,Individual,0.0,0.0,145745.0,15000.0
12000,13.66,277.11,C,4 years,RENT,84600.0,11.26,0.0,1.0,,11.0,0.0,33279,63.5,16.0,14804.308830000002,14804.31,12000.0,2804.31,0.0,0.0,0.0,8448.99,0.0,Individual,0.0,0.0,33279.0,52400.0
30000,7.07,927.28,A,5 years,OWN,99200.0,22.84,0.0,0.0,,9.0,0.0,15991,98.7,20.0,18580.18,18580.18,15780.43,2753.39,46.36,0.0,0.0,927.28,0.0,Individual,0.0,0.0,255743.0,16200.0
7000,11.44,230.64,B,10+ years,MORTGAGE,89000.0,15.08,0.0,0.0,,11.0,0.0,14516,69.1,24.0,8329.573295,8329.57,7000.0,1314.57,15.00000003,0.0,0.0,2.58,0.0,Individual,0.0,0.0,423096.0,21000.0
13950,18.25,506.08,D,10+ years,MORTGAGE,60000.0,15.06,0.0,0.0,33.0,16.0,0.0,22352,91.0,18.0,16243.17,16243.17,11938.61,4304.56,0.0,0.0,0.0,506.08,0.0,Individual,0.0,0.0,224921.0,24530.0
10000,13.49,339.31,C,3 years,RENT,48500.0,10.02,0.0,0.0,77.0,9.0,0.0,12415,53.3,13.0,7457.33,7457.33,5627.47,1829.86,0.0,0.0,0.0,339.31,0.0,Individual,0.0,0.0,12415.0,23300.0
30000,16.99,745.42,D,4 years,MORTGAGE,75000.0,14.35,0.0,0.0,,10.0,0.0,13417,80.3,16.0,35859.61,35859.61,21811.26,14048.35,0.0,0.0,0.0,745.42,0.0,Individual,0.0,0.0,39764.0,16700.0
30000,10.49,974.94,B,2 years,MORTGAGE,83000.0,25.95,1.0,0.0,7.0,25.0,0.0,46520,52.5,46.0,24356.02,24315.43,19817.79,4538.23,0.0,0.0,0.0,974.94,0.0,Individual,0.0,0.0,151329.0,88600.0
3500,13.99,119.61,C,,MORTGAGE,19812.0,28.53,0.0,0.0,,8.0,1.0,9308,57.8,16.0,2147.54,2147.54,1568.21,579.33,0.0,0.0,0.0,119.61,0.0,Individual,0.0,0.0,71700.0,16100.0
16000,11.8,529.91,B,1 year,RENT,90000.0,5.49,1.0,0.0,23.0,5.0,0.0,13553,84.2,9.0,1049.33,1049.33,748.82,300.51,0.0,0.0,0.0,529.91,2.0,Individual,0.0,152.0,47249.0,16100.0
28000,23.4,1089.72,E,2 years,RENT,200000.0,12.14,1.0,2.0,18.0,6.0,0.0,38597,80.0,24.0,4322.48,4322.48,2239.33,2083.15,0.0,0.0,0.0,1089.72,0.0,Individual,0.0,0.0,62665.0,48300.0
7000,19.52,258.44,E,5 years,MORTGAGE,31200.0,28.0,0.0,0.0,,6.0,0.0,4928,62.4,11.0,3076.0,3076.0,1556.28,1028.12,0.0,491.6,88.488,258.44,0.0,Individual,0.0,0.0,31759.0,7900.0
10800,18.25,391.81,D,10+ years,OWN,30000.0,14.88,0.0,1.0,68.0,11.0,1.0,14006,47.3,13.0,5082.58,5082.58,3243.86,1838.72,0.0,0.0,0.0,391.81,0.0,Individual,0.0,0.0,14006.0,29600.0
18000,15.88,631.77,C,9 years,RENT,60000.0,25.95,0.0,0.0,34.0,19.0,0.0,21101,75.9,25.0,22747.73468,22747.73,18000.0,4747.73,0.0,0.0,0.0,631.35,0.0,Individual,0.0,0.0,57770.0,27800.0
20000,21.45,546.15,D,10+ years,RENT,76000.0,16.06,0.0,0.0,,6.0,0.0,4490,80.2,15.0,9260.72,9260.72,3692.57,5568.15,0.0,0.0,0.0,546.15,0.0,Individual,0.0,0.0,39133.0,5600.0
10000,23.88,286.99,E,10+ years,MORTGAGE,56000.0,21.75,0.0,2.0,66.0,16.0,0.0,2537,12.4,28.0,10588.61,10588.61,9596.98,899.98,15.0,76.65,6.8985,9730.0,0.0,Individual,0.0,2756.0,160071.0,20400.0
1500,13.49,50.9,C,2 years,OWN,14000.0,17.15,0.0,0.0,,4.0,0.0,6759,46.3,4.0,388.79,388.79,106.39,80.19,15.0,187.21,33.6978,35.0,0.0,Individual,0.0,0.0,6759.0,14600.0
30175,17.09,1077.18,D,< 1 year,MORTGAGE,38760.0,0.96,0.0,0.0,,2.0,0.0,931,10.6,10.0,17274.42,17274.42,11527.56,5693.0,53.86,0.0,0.0,2208.22,0.0,Joint App,0.0,0.0,73187.0,8800.0
35000,12.62,789.57,C,< 1 year,MORTGAGE,120000.0,20.64,0.0,1.0,58.0,15.0,0.0,25680,45.1,41.0,11794.19,11794.19,6109.08,5645.63,39.48,0.0,0.0,1000.0,0.0,Joint App,0.0,0.0,327266.0,56900.0
5000,16.99,178.24,D,1 year,RENT,50000.0,33.53,0.0,1.0,,7.0,0.0,15630,94.7,9.0,4624.8,4624.8,3348.01,1276.79,0.0,0.0,0.0,178.24,0.0,Individual,0.0,0.0,48807.0,16500.0
12000,13.99,410.08,C,10+ years,RENT,40000.0,27.12,0.0,0.0,,16.0,0.0,9962,67.8,25.0,3681.39,3681.39,2548.15,1133.24,0.0,0.0,0.0,410.08,0.0,Individual,0.0,0.0,20163.0,14700.0
9950,16.29,351.24,D,5 years,MORTGAGE,63000.0,29.1,0.0,0.0,,9.0,0.0,18966,83.2,15.0,6798.8,6798.8,4101.78,1871.98,0.0,825.04,148.5072,351.24,0.0,Individual,0.0,0.0,44655.0,22800.0
25000,20.75,672.83,E,10+ years,MORTGAGE,96000.0,30.06,1.0,0.0,4.0,19.0,0.0,28356,82.0,36.0,22384.24,22384.24,10553.3,11830.94,0.0,0.0,0.0,672.83,0.0,Individual,0.0,0.0,314115.0,34600.0
10000,13.67,340.18,C,3 years,MORTGAGE,60000.0,23.86,0.0,1.0,69.0,21.0,0.0,15222,78.9,34.0,11909.21012,11909.21,10000.0,1909.21,0.0,0.0,0.0,4719.86,0.0,Individual,0.0,0.0,292730.0,19300.0
6000,13.67,204.11,C,< 1 year,RENT,28000.0,24.86,0.0,1.0,72.0,13.0,2.0,4795,57.8,27.0,4916.98,4916.98,3718.43,1198.55,0.0,0.0,0.0,204.11,0.0,Individual,0.0,0.0,49300.0,8300.0
6250,9.71,200.83,B,4 years,MORTGAGE,27300.0,32.97,0.0,0.0,,4.0,0.0,3644,42.9,19.0,4206.89,4173.26,2897.26,715.51,0.0,594.12,106.551,200.83,0.0,Individual,0.0,0.0,74391.0,8500.0
16000,8.18,502.72,B,< 1 year,RENT,45000.0,29.38,0.0,0.0,,11.0,0.0,28950,92.2,20.0,18023.33764,17910.69,16000.0,2023.34,0.0,0.0,0.0,266.95,0.0,Individual,0.0,0.0,91046.0,31400.0
10500,12.69,237.25,C,2 years,MORTGAGE,39879.0,20.88,1.0,0.0,14.0,12.0,0.0,7219,95.0,14.0,9534.41,9534.41,6243.75,3290.66,0.0,0.0,0.0,237.25,0.0,Individual,0.0,0.0,21612.0,7600.0
15000,13.44,344.69,C,10+ years,MORTGAGE,60000.0,10.32,0.0,0.0,70.0,9.0,1.0,13864,47.5,36.0,4148.18,4148.18,1470.19,1276.13,0.0,1401.86,252.3348,344.69,0.0,Individual,0.0,0.0,13864.0,29200.0
8000,8.99,254.37,B,< 1 year,MORTGAGE,125000.0,11.55,0.0,1.0,80.0,25.0,0.0,20925,20.9,69.0,8386.208920000001,8386.21,8000.0,386.21,0.0,0.0,0.0,6863.99,0.0,Individual,0.0,0.0,560066.0,100100.0
35000,7.49,1088.56,A,< 1 year,MORTGAGE,121000.0,16.46,0.0,0.0,,17.0,0.0,43219,54.8,37.0,23647.01,23647.01,16521.08,3062.49,0.0,4063.44,731.4192,1092.61,0.0,Individual,0.0,0.0,282173.0,78800.0
3675,19.2,135.09,D,6 years,RENT,31000.0,28.03,0.0,2.0,,14.0,0.0,21592,82.7,30.0,4858.771783,4858.77,3675.0,1183.77,0.0,0.0,0.0,134.75,0.0,Individual,0.0,0.0,30771.0,26100.0
40000,14.47,940.51,C,7 years,MORTGAGE,130000.0,11.9,1.0,0.0,19.0,9.0,0.0,20580,74.0,25.0,1800.63,1800.63,921.88,878.75,0.0,0.0,0.0,940.51,0.0,Individual,0.0,693.0,417526.0,27800.0
25000,13.98,581.45,C,10+ years,MORTGAGE,50000.0,39.7,0.0,0.0,33.0,11.0,0.0,21001,32.4,22.0,17323.95,17323.95,9145.78,6533.95,0.0,1644.22,295.9596,581.45,0.0,Individual,0.0,0.0,71236.0,64900.0
28000,21.0,757.5,E,9 years,RENT,82000.0,30.03,0.0,0.0,44.0,16.0,0.0,25619,42.7,37.0,25249.98,25249.98,9994.68,11972.82,0.0,3282.48,590.8464,757.5,0.0,Individual,0.0,0.0,77503.0,60000.0
25000,22.35,695.46,E,10+ years,MORTGAGE,63000.0,30.67,0.0,0.0,66.0,9.0,1.0,35506,89.9,19.0,6228.1,6228.1,2229.51,3998.59,0.0,0.0,0.0,695.46,0.0,Individual,0.0,0.0,204830.0,39500.0
8100,18.99,296.88,D,10+ years,OWN,28080.0,16.92,4.0,1.0,19.0,6.0,1.0,2211,59.8,22.0,2639.17,2639.17,340.06,236.61,0.0,2062.5,371.2500001,296.88,0.0,Individual,0.0,0.0,9005.0,3700.0
6025,13.33,203.97,C,10+ years,MORTGAGE,80000.0,29.99,0.0,0.0,48.0,18.0,1.0,23146,75.1,35.0,7333.782341,7333.78,6025.0,1308.78,0.0,0.0,0.0,203.75,0.0,Individual,0.0,0.0,343376.0,30800.0
10000,17.99,361.48,D,10+ years,RENT,53000.0,15.17,0.0,0.0,42.0,6.0,1.0,3253,83.4,8.0,10546.3,10546.3,7615.06,2931.24,0.0,0.0,0.0,361.48,0.0,Individual,0.0,0.0,11851.0,3900.0
16900,13.18,386.09,C,10+ years,RENT,65000.0,26.61,0.0,0.0,,9.0,0.0,30253,91.7,69.0,12063.55,12063.55,7076.66,4499.63,0.0,487.26,87.7068,386.09,0.0,Individual,0.0,0.0,73479.0,33000.0
35000,9.93,742.45,B,10+ years,RENT,85000.0,47.09,0.0,0.0,,14.0,0.0,24151,36.4,43.0,9632.54,9632.54,6188.06,3444.48,0.0,0.0,0.0,742.45,0.0,Joint App,0.0,0.0,212963.0,66400.0
3000,10.64,97.71,B,10+ years,RENT,75000.0,14.42,0.0,0.0,,12.0,1.0,6525,72.5,25.0,1142.04,1142.04,288.25,139.82,15.0,698.97,125.8146,54.0,0.0,Individual,0.0,0.0,26380.0,9000.0
13600,12.59,306.6,C,6 years,OWN,75000.0,29.32,1.0,0.0,12.0,14.0,0.0,16212,70.9,17.0,7469.57,7469.57,3626.53,2486.45,0.0,1356.59,244.1862,306.6,0.0,Individual,0.0,0.0,52186.0,23000.0
18000,9.17,375.14,B,5 years,OWN,41000.0,22.63,0.0,0.0,,21.0,0.0,14848,79.8,31.0,20681.877809999998,20681.88,18000.0,2681.88,0.0,0.0,0.0,12437.97,0.0,Individual,0.0,0.0,29869.0,18600.0
6000,12.79,201.56,C,,RENT,15000.0,18.25,0.0,1.0,,9.0,0.0,7215,78.4,11.0,1945.33,1945.33,994.62,407.77,0.0,542.94,97.7292,201.56,0.0,Individual,0.0,0.0,18678.0,97400.0
15000,16.99,534.72,D,5 years,RENT,80000.0,22.67,0.0,0.0,,14.0,1.0,14069,61.4,32.0,8496.33,8496.33,5176.84,3319.49,0.0,0.0,0.0,534.72,0.0,Individual,0.0,0.0,74747.0,22900.0
25000,15.04,867.13,C,1 year,MORTGAGE,90000.0,8.68,1.0,0.0,7.0,9.0,0.0,18630,75.4,18.0,7762.39,7762.39,5241.49,2520.9,0.0,0.0,0.0,867.13,1.0,Individual,0.0,0.0,396727.0,24700.0
18000,10.15,582.08,B,5 years,MORTGAGE,40000.0,5.97,1.0,0.0,21.0,17.0,0.0,7275,9.0,49.0,20289.41,20289.41,18000.0,2289.41,0.0,0.0,0.0,9811.97,0.0,Individual,0.0,0.0,116587.0,81000.0
24000,16.02,583.89,C,5 years,MORTGAGE,115000.0,23.23,1.0,0.0,13.0,9.0,0.0,5079,21.3,11.0,10467.3,10467.3,5321.32,5145.98,0.0,0.0,0.0,583.89,0.0,Individual,0.0,0.0,339612.0,23800.0
20000,12.61,451.08,C,2 years,MORTGAGE,108000.0,26.11,1.0,0.0,16.0,15.0,0.0,13637,27.8,25.0,3594.63,3594.63,1999.7,1594.93,0.0,0.0,0.0,451.08,0.0,Individual,0.0,0.0,300227.0,49000.0
35000,11.49,1154.0,B,10+ years,MORTGAGE,126887.0,16.24,0.0,0.0,,7.0,0.0,16004,60.4,28.0,38228.32139,38228.32,35000.0,3228.32,0.0,0.0,0.0,26710.66,0.0,Individual,0.0,75.0,54836.0,26500.0
10000,10.42,324.65,B,5 years,MORTGAGE,92000.0,23.22,0.0,0.0,,10.0,0.0,21227,85.2,20.0,3890.01,3890.01,2994.12,895.89,0.0,0.0,0.0,324.65,0.0,Individual,0.0,0.0,75807.0,24900.0
28400,11.39,935.04,B,5 years,RENT,108000.0,10.49,0.0,0.0,70.0,4.0,1.0,3988,26.6,18.0,8226.81,8226.81,4793.1,1734.21,0.0,1699.5,305.91,935.04,0.0,Individual,0.0,3871.0,19335.0,15000.0
25000,8.18,509.07,B,5 years,MORTGAGE,120000.0,9.4,0.0,0.0,,12.0,2.0,29001,45.2,16.0,18372.12,18372.12,13764.84,4607.28,0.0,0.0,0.0,509.07,0.0,Individual,0.0,0.0,497038.0,64200.0
14000,12.62,315.83,C,7 years,MORTGAGE,100000.0,20.88,0.0,1.0,68.0,15.0,0.0,3593,13.0,46.0,3770.33,3770.33,2144.38,1625.95,0.0,0.0,0.0,315.83,0.0,Individual,0.0,0.0,308129.0,28200.0
5000,13.58,169.87,C,10+ years,OWN,52500.0,22.49,0.0,0.0,,16.0,0.0,13600,39.2,30.0,1542.04,1542.04,1066.01,476.03,0.0,0.0,0.0,169.87,0.0,Individual,0.0,967.0,130569.0,34700.0
8000,9.17,255.04,B,8 years,RENT,25000.0,10.42,0.0,0.0,,6.0,0.0,8324,40.2,16.0,9181.080847,9181.08,8000.0,1181.08,0.0,0.0,0.0,254.68,0.0,Individual,0.0,0.0,8324.0,20700.0
9600,10.49,311.98,B,,RENT,35000.0,27.74,0.0,1.0,,8.0,0.0,11210,51.4,22.0,4696.49,4696.49,3638.37,1058.12,0.0,0.0,0.0,311.98,0.0,Individual,0.0,0.0,21648.0,21800.0
20000,11.49,659.43,B,7 years,MORTGAGE,73000.0,16.8,0.0,0.0,,12.0,1.0,5055,59.5,33.0,22328.48,22328.48,19333.14,2995.34,0.0,0.0,0.0,659.43,0.0,Individual,0.0,0.0,140929.0,8500.0
9600,6.68,295.02,A,10+ years,OWN,30000.0,10.48,1.0,0.0,13.0,8.0,0.0,8421,26.9,15.0,10616.24609,10616.25,9600.0,1016.25,0.0,0.0,0.0,0.02,0.0,Individual,0.0,632.0,52953.0,31300.0
20000,12.13,665.53,B,7 years,MORTGAGE,75920.0,22.27,0.0,0.0,44.0,8.0,0.0,12555,52.1,24.0,21232.31472,21232.31,20000.0,1232.31,0.0,0.0,0.0,17918.14,0.0,Individual,0.0,0.0,284068.0,24100.0
28000,28.69,883.5,F,4 years,RENT,67800.0,5.52,0.0,0.0,56.0,14.0,0.0,2954,11.0,30.0,28624.802219999998,28624.8,28000.0,624.8,0.0,0.0,0.0,28714.06,0.0,Individual,0.0,0.0,9662.0,26900.0
8425,9.44,269.65,B,< 1 year,MORTGAGE,10000.0,63.51,0.0,0.0,,12.0,1.0,4474,59.7,16.0,4064.05,4064.05,3224.46,839.59,0.0,0.0,0.0,269.65,0.0,Joint App,0.0,0.0,206993.0,7500.0
40000,30.89,1316.09,G,4 years,MORTGAGE,165000.0,19.14,0.0,1.0,,8.0,0.0,40927,79.0,19.0,22639.03,22639.03,5998.78,16640.25,0.0,0.0,0.0,1316.09,0.0,Individual,0.0,0.0,92597.0,51800.0
15000,23.88,430.48,E,4 years,RENT,20000.0,5.4,0.0,0.0,,7.0,0.0,2112,8.0,22.0,15051.541000000001,15051.54,15000.0,51.54,0.0,0.0,0.0,15071.44,0.0,Individual,0.0,553.0,2112.0,26400.0
28000,15.05,666.86,C,1 year,RENT,80000.0,22.64,0.0,0.0,59.0,23.0,0.0,24571,66.1,35.0,11956.66,11956.66,6311.67,5644.99,0.0,0.0,0.0,666.86,0.0,Individual,0.0,0.0,54510.0,37200.0
16000,8.9,508.06,A,10+ years,MORTGAGE,53600.0,8.27,1.0,2.0,7.0,13.0,0.0,14867,30.8,23.0,16120.583880000002,16120.58,16000.0,120.58,0.0,0.0,0.0,16121.1,0.0,Individual,0.0,0.0,55578.0,48200.0
20000,11.99,664.2,B,2 years,MORTGAGE,85000.0,19.4,0.0,2.0,,19.0,0.0,39541,50.3,31.0,23910.8,23791.25,20000.0,3910.8,0.0,0.0,0.0,663.8,0.0,Individual,0.0,0.0,102806.0,78600.0
8000,5.32,240.92,A,4 years,RENT,70000.0,10.8,0.0,0.0,,14.0,0.0,6442,18.1,14.0,5690.2,5690.2,2960.72,411.48,0.0,2318.0,417.24,240.92,0.0,Individual,0.0,0.0,20526.0,35500.0
11200,17.57,281.8,D,10+ years,MORTGAGE,45000.0,24.61,0.0,3.0,,7.0,0.0,13569,96.9,16.0,4813.84,4813.84,2255.52,2558.32,0.0,0.0,0.0,281.8,0.0,Individual,0.0,0.0,106355.0,14000.0
14375,24.37,566.77,E,10+ years,RENT,150000.0,20.78,0.0,2.0,,10.0,1.0,8744,81.0,16.0,3381.16,3375.28,1735.05,1646.11,0.0,0.0,0.0,566.77,0.0,Individual,0.0,0.0,91389.0,10750.0
13950,11.67,461.15,B,2 years,OWN,35000.0,24.76,0.0,2.0,40.0,11.0,0.0,3705,34.6,29.0,5289.0,5279.52,2345.96,882.09,0.0,2060.95,370.971,461.15,0.0,Individual,0.0,0.0,19523.0,105700.0
28000,17.09,697.23,D,10+ years,RENT,251000.0,15.92,0.0,2.0,,10.0,0.0,63020,78.0,18.0,11242.34,11242.34,5294.16,5808.74,139.44,0.0,0.0,725.09,0.0,Individual,0.0,0.0,138366.0,80400.0
1200,11.22,39.42,B,9 years,MORTGAGE,54000.0,21.84,0.0,1.0,,15.0,1.0,14835,73.1,32.0,1410.585798,1410.59,1200.0,210.59,0.0,0.0,0.0,268.91,0.0,Individual,0.0,0.0,124881.0,20300.0
15050,16.99,373.96,D,2 years,RENT,60000.0,33.04,0.0,1.0,41.0,13.0,0.0,32044,75.4,57.0,16110.72,16110.72,9418.7,6692.02,0.0,0.0,0.0,373.96,0.0,Individual,0.0,136.0,143266.0,42500.0
26000,13.65,884.21,C,4 years,MORTGAGE,94440.0,25.27,0.0,2.0,27.0,13.0,1.0,13957,64.6,44.0,6189.47,6189.47,4262.48,1926.99,0.0,0.0,0.0,884.21,0.0,Individual,0.0,0.0,365014.0,21600.0
6000,14.08,205.3,C,10+ years,MORTGAGE,75000.0,32.06,1.0,0.0,23.0,16.0,1.0,12991,37.8,33.0,6468.6122780000005,6468.61,6000.0,468.61,0.0,0.0,0.0,5430.38,0.0,Individual,0.0,0.0,221831.0,34400.0
7500,15.05,260.18,C,4 years,MORTGAGE,70000.0,18.52,0.0,0.0,,17.0,1.0,3462,15.3,37.0,3636.25,3636.25,2511.24,1125.01,0.0,0.0,0.0,260.18,0.0,Individual,0.0,0.0,437941.0,22700.0
20000,16.02,703.34,C,10+ years,MORTGAGE,66000.0,10.51,0.0,2.0,32.0,13.0,1.0,2654,17.8,35.0,10592.19,10592.19,7191.98,3400.21,0.0,0.0,0.0,703.34,0.0,Individual,0.0,0.0,51678.0,14900.0
3000,12.74,100.71,C,5 years,RENT,26000.0,5.93,2.0,0.0,14.0,5.0,0.0,1304,54.3,14.0,2527.44,2527.44,1958.36,554.08,15.0,0.0,0.0,100.71,0.0,Individual,0.0,0.0,4982.0,2400.0
17625,17.57,633.4,D,5 years,MORTGAGE,64000.0,29.97,0.0,3.0,43.0,26.0,0.0,26764,44.5,53.0,10750.6,10750.6,7185.82,3564.78,0.0,0.0,0.0,633.4,0.0,Individual,0.0,0.0,189427.0,60200.0
40000,10.49,1299.91,B,,MORTGAGE,176000.0,15.27,0.0,0.0,,14.0,1.0,26739,36.7,38.0,20775.25,20775.25,16242.54,4532.71,0.0,0.0,0.0,1299.91,0.0,Individual,0.0,0.0,137910.0,72900.0
28000,15.49,673.35,C,5 years,MORTGAGE,130000.0,15.11,1.0,0.0,5.0,8.0,0.0,2472,18.9,33.0,5389.35,5389.35,2630.39,2758.96,0.0,0.0,0.0,673.35,0.0,Individual,0.0,0.0,538751.0,13100.0
3100,11.44,102.14,B,,MORTGAGE,22800.0,7.11,0.0,0.0,,5.0,1.0,2447,55.6,18.0,2667.47,2667.47,2130.29,537.18,0.0,0.0,0.0,102.14,0.0,Individual,0.0,0.0,74711.0,4400.0
40000,21.45,1092.29,D,4 years,MORTGAGE,89067.25,26.84,0.0,2.0,43.0,10.0,1.0,6381,75.1,29.0,18545.1,18545.1,7418.47,11126.63,0.0,0.0,0.0,1092.29,0.0,Individual,0.0,0.0,317425.0,8500.0
6000,11.49,197.83,B,1 year,RENT,46000.0,14.09,0.0,1.0,27.0,10.0,0.0,3532,44.1,13.0,6674.058972,6674.06,6000.0,674.06,0.0,0.0,0.0,4129.08,0.0,Individual,0.0,170.0,24048.0,8000.0
9000,11.47,296.66,B,8 years,RENT,56000.0,19.27,0.0,0.0,50.0,17.0,0.0,23414,49.0,24.0,9899.642817,9899.64,9000.0,899.64,0.0,0.0,0.0,6924.31,0.0,Individual,0.0,0.0,24002.0,47800.0
20000,19.92,742.46,D,10+ years,OWN,175000.0,14.41,0.0,3.0,,13.0,0.0,9081,33.4,27.0,4483.31,4483.31,2567.26,1916.05,0.0,0.0,0.0,742.46,0.0,Individual,0.0,83.0,65163.0,27200.0
19125,13.11,645.42,B,4 years,MORTGAGE,43000.0,21.93,0.0,0.0,,7.0,0.0,10664,61.6,12.0,20306.44495,20226.81,19125.0,1181.44,0.0,0.0,0.0,17081.72,0.0,Individual,0.0,0.0,28853.0,17300.0
3550,19.03,130.19,D,< 1 year,RENT,72800.0,13.08,0.0,1.0,58.0,19.0,0.0,444,10.3,23.0,4003.8333979999998,4003.83,3550.0,453.83,0.0,0.0,0.0,3100.01,0.0,Individual,0.0,1194.0,131864.0,4300.0
20000,13.05,674.37,B,10+ years,RENT,62000.0,15.48,0.0,1.0,,21.0,0.0,25260,50.9,29.0,24276.9174,24276.92,20000.0,4276.92,0.0,0.0,0.0,673.96,0.0,Individual,0.0,0.0,25260.0,49600.0
25000,8.24,786.19,B,3 years,MORTGAGE,72000.0,24.59,1.0,0.0,20.0,15.0,0.0,38313,59.2,27.0,27407.750969999997,27407.75,25000.0,2407.75,0.0,0.0,0.0,14088.29,0.0,Joint App,0.0,540.0,166998.0,64700.0
16000,11.44,527.16,B,10+ years,RENT,62000.0,31.18,0.0,0.0,,11.0,0.0,12844,66.9,13.0,11587.35,11587.35,9121.68,2465.67,0.0,0.0,0.0,527.16,0.0,Individual,0.0,0.0,49760.0,19200.0
25000,16.02,608.22,D,,MORTGAGE,70800.0,3.9,0.0,0.0,,13.0,0.0,12371,14.3,27.0,27369.9,27328.14,16727.76,10547.01,0.0,95.13,0.0,608.22,0.0,Individual,0.0,,,
8000,12.69,268.36,C,10+ years,RENT,70000.0,4.92,0.0,0.0,,3.0,0.0,10159,82.6,6.0,9611.366815000001,9611.37,8000.0,1611.37,0.0,0.0,0.0,1571.85,0.0,Individual,0.0,0.0,10159.0,12300.0
18000,12.74,407.17,C,4 years,RENT,39520.0,28.79,0.0,0.0,,12.0,0.0,21028,64.9,14.0,20502.228180000002,20502.23,18000.0,2502.23,0.0,0.0,0.0,15221.76,0.0,Individual,0.0,0.0,45483.0,32400.0
16000,11.44,351.4,B,7 years,MORTGAGE,48000.0,23.98,0.0,0.0,,10.0,0.0,13556,64.9,16.0,17557.66,17557.66,12460.95,5096.71,0.0,0.0,0.0,351.4,0.0,Individual,0.0,0.0,218882.0,20900.0
12000,15.61,289.34,D,8 years,RENT,80000.0,16.02,0.0,0.0,35.0,8.0,1.0,5451,42.3,21.0,10248.13,10248.13,5246.55,4076.43,0.0,925.15,166.52700000000002,289.34,0.0,Individual,0.0,3353.0,34258.0,12900.0
6300,15.99,221.46,C,,RENT,17544.0,34.95,0.0,1.0,,10.0,0.0,9384,31.6,17.0,4645.06,4645.06,3307.07,1337.99,0.0,0.0,0.0,221.46,0.0,Individual,0.0,0.0,9384.0,29700.0
3000,10.91,98.09,B,2 years,RENT,75000.0,17.97,1.0,0.0,9.0,14.0,0.0,13089,80.8,32.0,1763.8,1763.8,1378.12,385.68,0.0,0.0,0.0,98.09,0.0,Individual,0.0,0.0,56095.0,16200.0
11000,10.78,358.99,B,2 years,OWN,40000.0,6.21,1.0,0.0,11.0,7.0,1.0,10210,68.5,18.0,12916.91294,12916.91,11000.0,1916.91,0.0,0.0,0.0,9.74,0.0,Individual,0.0,0.0,121008.0,14900.0
25000,5.32,752.87,A,< 1 year,RENT,95000.0,15.53,0.0,0.0,,24.0,0.0,15001,32.1,64.0,27095.911780000002,27095.91,25000.0,2095.91,0.0,0.0,0.0,752.85,0.0,Individual,0.0,0.0,263769.0,46700.0
19200,9.93,407.29,B,3 years,MORTGAGE,86000.0,21.38,0.0,1.0,,8.0,0.0,184559,93.7,15.0,6129.3,6129.3,3944.08,2185.22,0.0,0.0,0.0,407.29,0.0,Individual,0.0,0.0,450916.0,200000.0
10000,11.99,332.1,B,3 years,RENT,38000.0,19.24,0.0,0.0,,15.0,0.0,4652,44.3,29.0,10490.36536,10490.37,10000.0,490.37,0.0,0.0,0.0,9168.63,0.0,Individual,0.0,0.0,150487.0,10500.0
19075,23.4,742.38,E,7 years,MORTGAGE,45000.0,38.91,0.0,1.0,,16.0,0.0,14910,29.1,27.0,692.78,692.78,370.42,322.36,0.0,0.0,0.0,742.38,0.0,Individual,0.0,0.0,141341.0,51200.0
15000,8.9,476.3,A,10+ years,RENT,60000.0,9.29,0.0,0.0,46.0,13.0,0.0,11059,43.0,39.0,17146.72511,17146.73,15000.0,2146.73,0.0,0.0,0.0,476.22,0.0,Individual,0.0,260.0,11432.0,25700.0
20000,12.99,673.79,B,< 1 year,RENT,50000.0,29.64,0.0,1.0,,19.0,1.0,12559,53.9,43.0,10651.6,10651.6,5820.76,2264.72,33.69,2532.43,455.8374,1381.27,0.0,Individual,0.0,0.0,30983.0,23300.0
16750,16.45,411.35,E,1 year,RENT,43867.0,21.61,0.0,0.0,76.0,12.0,0.0,24013,79.8,23.0,9049.7,8497.25,4620.29,4410.71,0.0,18.7,0.0,411.35,0.0,Individual,0.0,,,
28000,6.97,864.18,A,3 years,MORTGAGE,120000.0,31.58,1.0,0.0,12.0,19.0,0.0,84390,50.0,31.0,30712.04399,30712.04,28000.0,2712.04,0.0,0.0,0.0,11710.92,0.0,Individual,0.0,0.0,316990.0,170000.0
15450,23.99,444.38,E,10+ years,MORTGAGE,46000.0,22.7,0.0,0.0,28.0,7.0,0.0,8887,88.0,10.0,10773.42,10773.42,3291.06,5717.53,0.0,1764.83,317.6694,444.38,0.0,Individual,0.0,11532.0,31953.0,10100.0
