loan_amnt,int_rate,installment,grade,emp_length,home_ownership,annual_inc,loan_status,dti,delinq_2yrs,inq_last_6mths,mths_since_last_delinq,open_acc,pub_rec,revol_bal,revol_util,total_acc,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_amnt,collections_12_mths_ex_med,application_type,acc_now_delinq,tot_coll_amt,tot_cur_bal,total_rev_hi_lim
18800,12.12,625.51,B,< 1 year,MORTGAGE,95000.0,Fully Paid,22.1,0.0,0.0,,19.0,0.0,39627,56.9,57.0,22324.02999,22264.66,18800.0,3524.03,0.0,0.0,0.0,5438.39,0.0,Individual,0.0,0.0,404573.0,69700.0
14000,9.71,449.84,B,9 years,OWN,80000.0,Fully Paid,4.94,0.0,0.0,,12.0,1.0,12319,32.6,25.0,16163.53,16163.53,14000.0,2163.53,0.0,0.0,0.0,2218.49,0.0,Individual,0.0,0.0,12319.0,37800.0
5875,20.99,221.32,E,9 years,RENT,31000.0,Charged Off,26.75,0.0,0.0,,9.0,1.0,10337,72.8,15.0,1669.59,1669.59,486.81,398.47,0.0,784.31,141.1758,221.32,0.0,Individual,0.0,0.0,18750.0,14200.0
8000,14.09,273.78,B,7 years,RENT,49939.0,Fully Paid,15.84,0.0,0.0,41.0,10.0,0.0,6509,81.4,27.0,9751.7,9751.7,8000.0,1751.7,0.0,0.0,0.0,2363.87,0.0,Individual,0.0,0.0,28013.0,8000.0
9600,11.99,318.82,C,2 years,MORTGAGE,38000.0,Fully Paid,16.54,0.0,1.0,43.0,22.0,0.0,12557,39.2,47.0,10949.583920000001,10949.58,9600.0,1349.58,0.0,0.0,0.0,5854.85,0.0,Individual,0.0,5614.0,39949.0,32000.0
20225,13.99,691.15,C,10+ years,RENT,46000.0,Fully Paid,18.0,0.0,0.0,34.0,10.0,0.0,7305,36.2,27.0,24849.70839,24849.71,20225.0,4624.71,0.0,0.0,0.0,690.9,0.0,Individual,0.0,0.0,15257.0,20200.0
10000,10.64,325.69,B,6 years,RENT,60000.0,Fully Paid,3.1,0.0,0.0,31.0,6.0,0.0,5002,64.1,13.0,11208.44105,11208.44,10000.0,1208.44,0.0,0.0,0.0,5999.18,0.0,Individual,0.0,0.0,21370.0,7800.0
32000,25.57,949.97,F,< 1 year,RENT,120406.0,Fully Paid,7.8,1.0,1.0,18.0,8.0,0.0,1695,38.5,18.0,51492.968839999994,51492.97,32000.0,19492.97,0.0,0.0,0.0,20153.92,0.0,Individual,0.0,0.0,651455.0,4400.0
6000,8.46,189.3,A,10+ years,MORTGAGE,141000.0,Fully Paid,24.68,1.0,2.0,23.0,12.0,0.0,15305,29.8,45.0,6122.790426,6122.79,6000.0,122.79,0.0,0.0,0.0,179.11,0.0,Individual,0.0,0.0,180071.0,51300.0
16000,16.99,397.56,D,10+ years,RENT,70000.0,In Grace Period,28.6,0.0,0.0,,14.0,0.0,21729,45.6,38.0,11153.52,11153.52,5811.05,5342.47,0.0,0.0,0.0,0.01,0.0,Individual,0.0,0.0,49199.0,47700.0
10000,6.03,304.36,A,9 years,RENT,55000.0,Fully Paid,2.67,0.0,1.0,,11.0,0.0,2432,20.1,20.0,10953.94,10899.17,10000.0,953.94,0.0,0.0,0.0,914.32,0.0,Individual,0.0,,,
25875,10.64,842.71,B,7 years,RENT,67400.0,Fully Paid,32.98,0.0,1.0,,8.0,0.0,21740,74.2,11.0,29384.14328,29384.14,25875.0,3509.14,0.0,0.0,0.0,118.14,0.0,Individual,0.0,0.0,70046.0,29300.0
14400,6.03,438.28,A,,MORTGAGE,47969.0,Fully Paid,3.73,0.0,1.0,,6.0,0.0,2815,11.5,13.0,15777.752019999998,15777.75,14400.0,1377.75,0.0,0.0,0.0,439.28,0.0,Individual,0.0,0.0,64854.0,24500.0
35000,24.99,1027.1,F,9 years,MORTGAGE,150000.0,Fully Paid,24.94,0.0,0.0,,8.0,0.0,381106,93.9,23.0,57034.1682,57034.17,35000.0,22034.17,0.0,0.0,0.0,20021.14,0.0,Individual,0.0,0.0,763695.0,420400.0
12000,18.99,311.23,E,3 years,MORTGAGE,147000.0,Fully Paid,8.93,1.0,1.0,11.0,12.0,1.0,7834,40.5,24.0,15707.06,15707.06,12000.0,3707.06,0.0,0.0,0.0,9171.23,0.0,Individual,0.0,0.0,415877.0,20100.0
6000,11.39,197.55,B,2 years,MORTGAGE,84000.0,Late (31-120 days),30.06,0.0,0.0,,21.0,0.0,33186,81.7,27.0,4539.85,4539.85,3594.97,944.88,0.0,0.0,0.0,197.55,0.0,Individual,0.0,0.0,99113.0,40600.0
15000,17.97,542.07,D,3 years,MORTGAGE,58000.0,Late (31-120 days),34.8,0.0,0.0,,16.0,0.0,9443,20.4,21.0,2465.43,2465.43,1388.75,1049.58,27.1,0.0,0.0,569.17,0.0,Individual,0.0,0.0,257498.0,46300.0
10000,14.49,344.17,C,2 years,RENT,48000.0,Charged Off,12.38,0.0,0.0,,6.0,1.0,5225,75.7,13.0,1644.53,1644.53,449.54,222.7,0.0,972.29,175.0122,344.17,0.0,Individual,0.0,0.0,15640.0,6900.0
10000,14.99,237.85,C,,MORTGAGE,25500.0,Fully Paid,21.19,1.0,0.0,4.0,9.0,0.0,8871,28.5,18.0,11116.9692,11116.97,10000.0,1116.97,0.0,0.0,0.0,9176.69,0.0,Individual,0.0,0.0,101436.0,31100.0
15000,6.39,458.99,A,,MORTGAGE,102500.0,Fully Paid,20.18,0.0,1.0,,14.0,0.0,111919,94.1,20.0,16518.09855,16518.1,15000.0,1518.1,0.0,0.0,0.0,458.77,0.0,Individual,0.0,0.0,111919.0,117700.0
2400,9.93,77.37,B,,RENT,34000.0,Charged Off,30.6,0.0,0.0,,3.0,0.0,8325,97.9,10.0,695.01,695.01,535.06,159.95,0.0,0.0,0.0,77.37,0.0,Individual,0.0,0.0,35712.0,8500.0
5000,14.49,172.09,C,4 years,RENT,30000.0,Fully Paid,4.48,0.0,0.0,,4.0,0.0,958,34.2,6.0,5892.5152259999995,5892.52,5000.0,892.52,0.0,0.0,0.0,2971.01,0.0,Joint App,0.0,0.0,1745.0,2800.0
28000,18.99,726.19,D,1 year,MORTGAGE,61200.0,Charged Off,29.71,0.0,1.0,62.0,9.0,0.0,5388,49.9,22.0,7931.89,7931.89,1767.17,2530.89,0.0,3633.83,654.0894,726.19,0.0,Individual,0.0,0.0,32554.0,10800.0
3500,16.99,124.77,D,,RENT,52000.0,Fully Paid,11.08,0.0,3.0,,6.0,1.0,2181,28.0,16.0,3845.220661,3845.22,3500.0,345.22,0.0,0.0,0.0,3103.21,0.0,Individual,0.0,0.0,7604.0,7800.0
1400,9.49,44.84,B,10+ years,MORTGAGE,87000.0,Fully Paid,18.85,0.0,1.0,28.0,14.0,0.0,7051,34.7,31.0,1546.210483,1546.21,1400.0,146.21,0.0,0.0,0.0,875.09,0.0,Individual,0.0,0.0,175786.0,20300.0
10000,19.47,262.0,D,9 years,RENT,71000.0,Late (31-120 days),7.39,1.0,1.0,12.0,10.0,0.0,11092,56.9,19.0,14710.0,14710.0,8991.45,5703.55,15.0,0.0,0.0,300.0,0.0,Individual,0.0,100.0,11674.0,19500.0
12000,6.62,368.45,A,2 years,RENT,31000.0,Fully Paid,19.76,0.0,2.0,,8.0,0.0,4091,16.5,21.0,13260.33,13205.08,12000.0,1260.33,0.0,0.0,0.0,1111.05,0.0,Individual,0.0,,,
11000,14.16,376.81,C,5 years,RENT,35000.0,Charged Off,20.37,0.0,1.0,,9.0,0.0,7774,53.2,33.0,7148.79,7148.79,5207.15,1922.8,18.84,0.0,0.0,1557.5,1.0,Individual,0.0,261.0,15968.0,14600.0
12000,14.08,279.72,C,10+ years,RENT,39000.0,Late (31-120 days),23.51,0.0,0.0,,13.0,1.0,9793,21.1,29.0,1948.65,1948.65,1007.35,941.3,0.0,0.0,0.0,279.72,0.0,Individual,0.0,0.0,27714.0,46400.0
12000,9.17,382.55,B,5 years,RENT,70000.0,Charged Off,11.61,0.0,0.0,,5.0,0.0,9515,86.5,15.0,4378.91,4378.91,2699.11,731.61,0.0,948.19,170.6742,382.55,0.0,Individual,0.0,58.0,28375.0,11000.0
35000,19.99,927.1,E,10+ years,MORTGAGE,135000.0,Charged Off,34.38,0.0,0.0,44.0,25.0,0.0,38488,70.0,41.0,4635.11,4635.11,1778.56,2856.55,0.0,0.0,0.0,927.1,0.0,Individual,0.0,0.0,642560.0,55000.0
14400,13.98,334.92,C,5 years,RENT,38000.0,Charged Off,17.85,4.0,0.0,13.0,10.0,1.0,5484,62.3,24.0,8929.36,8929.36,1393.1,1286.26,0.0,6250.0,1125.0,334.92,0.0,Individual,0.0,1049.0,19297.0,8800.0
6000,12.12,199.63,B,< 1 year,RENT,75000.0,Fully Paid,14.4,0.0,3.0,,17.0,0.0,4792,68.5,24.0,7166.150003,7166.15,6000.0,1166.15,0.0,0.0,0.0,811.49,0.0,Individual,0.0,,,
15825,15.61,381.57,D,,OWN,36000.0,Fully Paid,24.27,0.0,0.0,,7.0,0.0,10553,81.8,12.0,21060.57714,21060.58,15825.0,5235.58,0.0,0.0,0.0,9613.49,0.0,Individual,0.0,0.0,17326.0,12900.0
30000,16.29,734.18,D,9 years,MORTGAGE,95000.0,Fully Paid,26.31,0.0,0.0,,13.0,1.0,19112,58.6,20.0,30244.35,30244.35,30000.0,244.35,0.0,0.0,0.0,30271.5,0.0,Individual,0.0,0.0,437518.0,32600.0
16000,10.15,517.41,B,10+ years,MORTGAGE,100000.0,Fully Paid,20.38,0.0,1.0,,20.0,0.0,38661,81.6,46.0,18626.44654,18626.45,16000.0,2626.45,0.0,0.0,0.0,517.1,0.0,Individual,0.0,0.0,327369.0,47400.0
28000,8.18,879.75,B,3 years,MORTGAGE,86900.0,Fully Paid,27.55,0.0,1.0,63.0,25.0,0.0,35624,35.6,47.0,31645.35259,31645.35,28000.0,3645.35,0.0,0.0,0.0,879.55,0.0,Individual,0.0,0.0,421689.0,100200.0
8450,16.55,299.38,D,3 years,RENT,47000.0,Charged Off,22.37,0.0,0.0,,7.0,0.0,7104,71.8,12.0,2781.93,2781.93,1334.07,719.61,0.0,728.25,131.085,299.38,0.0,Individual,0.0,0.0,29456.0,9900.0
12000,6.92,370.09,A,5 years,MORTGAGE,58000.0,Fully Paid,32.61,1.0,0.0,15.0,12.0,0.0,35203,64.2,21.0,13318.48615,13318.49,12000.0,1318.49,0.0,0.0,0.0,369.95,0.0,Individual,0.0,0.0,52268.0,54800.0
7200,8.59,227.59,A,4 years,MORTGAGE,82000.0,Fully Paid,21.95,0.0,0.0,,16.0,0.0,19825,50.4,23.0,8076.6898200000005,8048.65,7200.0,876.69,0.0,0.0,0.0,2845.56,0.0,Individual,0.0,0.0,38511.0,39300.0
25000,5.32,752.87,A,< 1 year,MORTGAGE,140000.0,Charged Off,20.36,0.0,1.0,34.0,34.0,0.0,32252,34.6,55.0,19752.59,19752.59,17651.6,2100.99,0.0,0.0,0.0,752.87,0.0,Individual,0.0,0.0,261808.0,94000.0
24000,17.99,609.32,D,9 years,MORTGAGE,77000.0,Late (31-120 days),20.37,1.0,0.0,16.0,11.0,0.0,23517,60.6,33.0,14599.69,14599.69,7140.47,7459.22,0.0,0.0,0.0,609.32,0.0,Individual,0.0,0.0,133749.0,38800.0
12000,6.03,365.23,A,10+ years,MORTGAGE,70000.0,Fully Paid,6.41,0.0,1.0,,14.0,0.0,14333,52.1,28.0,13148.137859999999,13148.14,12000.0,1148.14,0.0,0.0,0.0,365.09,0.0,Individual,0.0,0.0,206056.0,27500.0
16000,16.91,569.73,C,10+ years,MORTGAGE,70000.0,Fully Paid,12.86,0.0,2.0,,18.0,1.0,11531,18.8,24.0,16254.3936,16254.39,16000.0,254.39,0.0,0.0,0.0,16276.94,0.0,Individual,0.0,0.0,211864.0,61300.0
30000,12.79,1007.79,C,< 1 year,OWN,274000.0,Fully Paid,5.79,0.0,2.0,62.0,10.0,0.0,30263,54.6,29.0,35422.30621,35422.31,30000.0,5422.31,0.0,0.0,0.0,13272.25,0.0,Individual,0.0,0.0,445407.0,55400.0
36000,7.49,1119.66,A,3 years,MORTGAGE,244000.0,Late (31-120 days),12.92,0.0,1.0,,12.0,0.0,110321,15.8,21.0,22363.24,22363.24,18999.29,3363.95,0.0,0.0,0.0,1119.66,0.0,Individual,0.0,0.0,145964.0,205900.0
15000,6.89,462.41,A,2 years,MORTGAGE,100680.0,Fully Paid,19.06,0.0,1.0,,13.0,0.0,14611,34.3,31.0,16306.140790000001,16306.14,15000.0,1306.14,0.0,0.0,0.0,7971.28,0.0,Individual,0.0,0.0,144523.0,42600.0
12000,12.99,404.27,B,10+ years,MORTGAGE,55000.0,Fully Paid,32.23,0.0,1.0,,8.0,0.0,5132,40.7,14.0,14553.70369,14553.7,12000.0,2553.7,0.0,0.0,0.0,404.25,0.0,Individual,0.0,104.0,125062.0,12600.0
12000,11.99,398.52,B,10+ years,MORTGAGE,75000.0,In Grace Period,5.87,0.0,1.0,41.0,11.0,0.0,6774,30.9,25.0,6766.85,6766.85,5133.77,1633.08,0.0,0.0,0.0,398.52,0.0,Individual,0.0,0.0,383080.0,21900.0
22700,17.99,820.55,D,< 1 year,RENT,63000.0,Charged Off,34.68,1.0,0.0,15.0,14.0,0.0,6615,31.2,43.0,16455.73,16455.73,9839.08,4885.45,0.0,1731.2,311.616,820.55,0.0,Individual,0.0,602.0,62156.0,21200.0
10000,10.99,327.34,B,10+ years,MORTGAGE,65000.0,Fully Paid,20.11,0.0,0.0,51.0,13.0,1.0,11144,69.6,51.0,11787.89114,11670.01,10000.0,1787.89,0.0,0.0,0.0,3.65,0.0,Individual,0.0,0.0,291244.0,16000.0
13225,12.39,441.73,C,10+ years,MORTGAGE,36000.0,Fully Paid,14.04,0.0,1.0,,10.0,0.0,22730,38.7,25.0,15548.28569,15548.29,13225.0,2323.29,0.0,0.0,0.0,5839.33,0.0,Individual,0.0,0.0,141371.0,58800.0
3475,16.55,123.12,D,9 years,MORTGAGE,110000.0,Fully Paid,7.53,0.0,0.0,29.0,6.0,0.0,2907,66.1,25.0,4014.6872439999997,4014.69,3475.0,539.69,0.0,0.0,0.0,67.8,0.0,Individual,0.0,169.0,109406.0,4400.0
6025,10.99,197.23,B,,MORTGAGE,44231.0,Charged Off,30.72,0.0,1.0,66.0,17.0,0.0,9105,41.0,37.0,3917.78,3917.78,2766.03,911.75,15.0,225.0,40.5,75.0,0.0,Individual,0.0,0.0,155590.0,22200.0
23500,15.77,568.61,D,8 years,MORTGAGE,75000.0,Fully Paid,35.5,2.0,0.0,23.0,8.0,0.0,23478,83.0,30.0,24968.38001,24915.26,23500.0,1468.38,0.0,0.0,0.0,22735.12,0.0,Individual,0.0,0.0,57972.0,28300.0
10000,14.65,344.95,C,9 years,RENT,42000.0,Fully Paid,19.89,0.0,1.0,,10.0,0.0,8058,35.2,11.0,12407.16799,12407.17,10000.0,2407.17,0.0,0.0,0.0,344.58,0.0,Individual,0.0,1307.0,16415.0,22900.0
7500,10.75,244.66,B,,OWN,32000.0,Charged Off,13.35,0.0,2.0,,8.0,0.0,3630,21.6,13.0,1889.76,1889.76,903.4,310.94,0.0,675.42,121.5756,244.66,0.0,Individual,0.0,0.0,11323.0,16800.0
12000,10.64,390.83,B,10+ years,MORTGAGE,50000.0,Fully Paid,23.93,0.0,0.0,43.0,10.0,1.0,8016,34.9,21.0,13027.937109999999,13027.94,12000.0,1027.94,0.0,0.0,0.0,9119.64,0.0,Individual,0.0,0.0,115607.0,23000.0
7000,10.78,228.45,B,8 years,RENT,50000.0,Fully Paid,18.99,0.0,0.0,30.0,18.0,0.0,9319,68.5,20.0,8081.307126000001,8081.31,7000.0,1081.31,0.0,0.0,0.0,2625.76,0.0,Individual,0.0,0.0,54199.0,13600.0
21000,6.97,648.14,A,10+ years,RENT,50000.0,Charged Off,18.41,1.0,0.0,21.0,11.0,0.0,17438,23.3,30.0,12239.02,12239.02,8795.51,1738.73,32.41,1672.37,150.5133,70.89,0.0,Individual,0.0,0.0,24081.0,75000.0
20000,16.01,486.47,C,10+ years,OWN,60000.0,Late (16-30 days),29.12,1.0,1.0,20.0,8.0,0.0,329,3.8,34.0,4386.14,4386.14,2085.57,2300.57,0.0,0.0,0.0,486.47,0.0,Individual,0.0,306.0,85411.0,8700.0
2875,15.61,100.53,C,4 years,MORTGAGE,41000.0,Fully Paid,15.6,2.0,1.0,19.0,12.0,0.0,2829,48.8,30.0,3326.77,3326.77,2875.0,451.77,0.0,0.0,0.0,819.35,0.0,Individual,0.0,0.0,171973.0,5800.0
6000,20.39,224.18,D,1 year,OWN,70000.0,Late (31-120 days),25.13,0.0,1.0,,15.0,1.0,16766,73.5,21.0,1114.1,1114.1,630.24,483.86,0.0,0.0,0.0,224.18,0.0,Individual,0.0,0.0,40644.0,22800.0
15000,11.99,498.15,B,10+ years,OWN,90000.0,Fully Paid,6.09,1.0,1.0,6.0,15.0,0.0,14071,50.6,21.0,15951.9823,15951.98,15000.0,951.98,0.0,0.0,0.0,13471.22,0.0,Individual,0.0,175.0,14071.0,27800.0
7000,13.35,237.04,C,9 years,MORTGAGE,23000.0,Fully Paid,20.67,0.0,2.0,65.0,17.0,1.0,9143,80.9,35.0,8520.436533,8520.44,7000.0,1520.44,0.0,0.0,0.0,237.02,0.0,Individual,0.0,0.0,92458.0,11300.0
35000,20.49,936.86,E,6 years,RENT,144232.0,Late (31-120 days),19.08,0.0,0.0,32.0,6.0,0.0,11339,26.0,14.0,41499.82,41499.82,21952.35,19406.95,140.52,0.0,0.0,1873.72,0.0,Individual,0.0,0.0,61562.0,17500.0
15000,10.41,486.91,B,10+ years,MORTGAGE,75000.0,Late (31-120 days),2.78,3.0,1.0,13.0,6.0,0.0,6374,25.6,15.0,13886.6,13886.6,13077.82,808.78,0.0,0.0,0.0,486.91,0.0,Individual,0.0,104.0,141969.0,24900.0
8000,14.46,275.22,C,6 years,RENT,26649.8,Fully Paid,1.44,0.0,0.0,,7.0,0.0,299,1.4,14.0,8182.66,8182.66,8000.0,182.66,0.0,0.0,0.0,440.11,0.0,Individual,0.0,0.0,299.0,20800.0
16000,30.99,687.94,G,10+ years,RENT,60000.0,Charged Off,28.88,0.0,4.0,,15.0,1.0,8670,12.3,27.0,10250.23,10234.21,4909.87,5340.36,0.0,0.0,0.0,687.94,0.0,Individual,0.0,0.0,38329.0,70600.0
24000,5.32,722.76,A,2 years,MORTGAGE,600000.0,Fully Paid,0.74,0.0,0.0,,11.0,0.0,337971,1.4,21.0,25886.69254,25886.69,24000.0,1886.69,0.0,0.0,0.0,7094.93,0.0,Individual,0.0,0.0,2200801.0,448400.0
40000,15.05,952.65,C,6 years,MORTGAGE,148000.0,Late (31-120 days),9.07,1.0,0.0,6.0,18.0,0.0,33526,32.3,34.0,14256.31,14256.31,7392.16,6864.15,0.0,0.0,0.0,952.65,0.0,Individual,0.0,0.0,395446.0,103800.0
31850,13.49,1080.69,C,,MORTGAGE,69277.0,Late (31-120 days),31.32,0.0,0.0,25.0,10.0,1.0,15615,84.4,20.0,19092.86,19092.86,12707.97,6384.89,0.0,0.0,0.0,300.0,0.0,Individual,0.0,0.0,52938.0,18500.0
15000,16.02,527.51,C,< 1 year,MORTGAGE,96000.0,Fully Paid,37.11,0.0,0.0,,6.0,0.0,37007,91.2,13.0,16440.543569999998,16440.54,15000.0,1440.54,0.0,0.0,0.0,13288.83,0.0,Joint App,0.0,0.0,435830.0,40600.0
11000,12.85,369.84,B,2 years,RENT,46000.0,Charged Off,13.02,0.0,1.0,,5.0,0.0,5511,55.0,8.0,4801.5,4801.5,1822.04,766.84,0.0,2212.62,398.2716,369.84,0.0,Individual,0.0,0.0,19780.0,10100.0
10000,8.38,315.12,B,1 year,OWN,51200.0,Fully Paid,18.35,1.0,1.0,8.0,13.0,1.0,12738,53.1,40.0,11067.99691,11068.0,10000.0,1068.0,0.0,0.0,0.0,5085.38,0.0,Individual,0.0,0.0,48225.0,24000.0
35000,11.99,1162.34,B,,RENT,27000.0,Late (31-120 days),54.31,0.0,0.0,,6.0,0.0,1387,17.3,13.0,15087.11,15087.11,11221.33,3865.78,0.0,0.0,0.0,1162.34,0.0,Joint App,0.0,0.0,38342.0,8000.0
23050,14.49,793.3,C,10+ years,RENT,55000.0,Fully Paid,24.47,0.0,0.0,,8.0,0.0,9925,67.1,15.0,26269.56,26269.56,23050.0,3219.56,0.0,0.0,0.0,16749.96,0.0,Individual,0.0,0.0,44305.0,14800.0
15000,14.09,513.33,B,10+ years,RENT,65000.0,Fully Paid,15.51,0.0,0.0,29.0,9.0,0.0,12646,75.3,27.0,17884.37932,17586.31,15000.0,2884.38,0.0,0.0,0.0,7115.02,0.0,Individual,0.0,0.0,388936.0,16800.0
17000,8.9,539.81,A,7 years,RENT,56500.0,Charged Off,27.21,0.0,1.0,,17.0,0.0,15439,54.6,36.0,10256.39,10256.39,8408.24,1848.15,0.0,0.0,0.0,539.81,0.0,Individual,0.0,0.0,44802.0,28300.0
5000,8.38,157.56,B,9 years,RENT,38000.0,Fully Paid,25.17,0.0,0.0,,5.0,0.0,4986,75.5,12.0,5662.377457,5662.38,5000.0,662.38,0.0,0.0,0.0,625.12,0.0,Individual,0.0,0.0,15335.0,6600.0
25000,9.75,528.11,B,3 years,RENT,50000.0,Fully Paid,21.2,0.0,0.0,59.0,18.0,0.0,5250,9.7,28.0,25827.94,25827.94,25000.0,827.94,0.0,0.0,0.0,24257.15,0.0,Individual,0.0,0.0,27790.0,54300.0
8100,8.99,257.55,B,,RENT,42581.0,Fully Paid,6.17,0.0,0.0,,2.0,1.0,5606,41.2,4.0,9115.575622,9115.58,8100.0,1015.58,0.0,0.0,0.0,3457.57,0.0,Individual,0.0,0.0,5606.0,13600.0
2000,11.49,65.95,B,10+ years,MORTGAGE,115000.0,Charged Off,13.18,0.0,2.0,,15.0,1.0,19134,47.8,27.0,1045.29,1045.29,644.61,211.46,0.0,189.22,34.0596,65.95,0.0,Individual,0.0,90.0,260529.0,40000.0
13000,20.0,483.13,D,10+ years,RENT,85000.0,In Grace Period,15.78,2.0,2.0,6.0,9.0,0.0,3795,26.7,14.0,8198.77,8198.77,5187.26,3011.51,0.0,0.0,0.0,483.13,0.0,Joint App,0.0,1333.0,21426.0,14200.0
7000,13.67,238.13,B,10+ years,RENT,70000.0,Fully Paid,13.66,0.0,2.0,,9.0,1.0,5222,74.6,17.0,8572.370444,8572.37,7000.0,1572.37,0.0,0.0,0.0,239.31,0.0,Individual,0.0,,,
24000,9.44,768.12,B,7 years,RENT,110000.0,Charged Off,10.55,0.0,0.0,,11.0,0.0,13310,15.8,20.0,10741.09,10741.09,8538.53,2202.56,0.0,0.0,0.0,768.12,0.0,Individual,0.0,0.0,24867.0,84200.0
10000,13.49,339.31,C,5 years,MORTGAGE,62000.0,Charged Off,12.21,2.0,0.0,21.0,6.0,0.0,10633,75.4,15.0,5661.04,5661.04,3417.15,1325.7,0.0,918.19,82.6371,339.31,0.0,Individual,0.0,0.0,104213.0,14100.0
7000,13.66,238.09,C,10+ years,MORTGAGE,110000.0,Fully Paid,15.87,0.0,1.0,58.0,15.0,0.0,13902,66.5,33.0,8560.579875,8560.58,7000.0,1560.58,0.0,0.0,0.0,238.05,0.0,Individual,0.0,0.0,176185.0,20900.0
5000,19.42,184.35,D,,RENT,38000.0,Late (31-120 days),7.3,0.0,2.0,,6.0,0.0,6731,69.4,6.0,1686.35,1686.35,988.79,667.56,30.0,0.0,0.0,199.35,0.0,Individual,0.0,0.0,6731.0,9700.0
7200,13.99,246.05,C,2 years,RENT,35000.0,Charged Off,5.97,2.0,0.0,7.0,11.0,1.0,566,3.5,17.0,2820.07,2820.07,1528.91,671.55,0.0,619.61,111.5298,246.05,0.0,Individual,0.0,0.0,27742.0,16300.0
12000,13.67,277.18,B,6 years,MORTGAGE,59230.0,Charged Off,11.69,0.0,3.0,56.0,7.0,0.0,7725,63.3,25.0,7897.14,7897.14,3850.57,2798.15,0.0,1248.42,224.0676,277.18,0.0,Individual,0.0,0.0,90483.0,12200.0
11000,23.99,431.51,E,5 years,MORTGAGE,56000.0,Late (31-120 days),21.84,2.0,0.0,13.0,9.0,2.0,4182,31.7,14.0,8652.2,8652.2,5140.55,3511.65,0.0,0.0,0.0,431.51,0.0,Individual,0.0,2155.0,172576.0,13200.0
17000,15.61,409.9,C,6 years,RENT,62000.0,Charged Off,26.44,0.0,1.0,44.0,12.0,0.0,13520,76.4,26.0,18118.02,18118.02,10456.59,6759.21,0.0,902.22,162.3996,409.9,0.0,Individual,0.0,5868.0,41833.0,17700.0
35000,14.99,1213.12,C,5 years,MORTGAGE,120000.0,Charged Off,22.47,1.0,1.0,8.0,5.0,0.0,5822,52.9,19.0,10427.78,10427.78,3162.29,2829.53,60.66,4375.3,787.554,1200.0,0.0,Individual,0.0,0.0,54396.0,11000.0
9600,14.09,328.53,B,9 years,RENT,45500.0,Charged Off,23.21,0.0,1.0,75.0,6.0,0.0,7298,58.4,12.0,9850.74,9850.74,7402.27,2121.41,0.0,327.06,58.2066,328.53,0.0,Individual,0.0,0.0,23038.0,12500.0
25000,12.69,838.63,C,10+ years,RENT,203000.0,Charged Off,9.6,0.0,1.0,,8.0,0.0,69817,69.6,14.0,9491.01,9491.01,6023.67,2345.01,0.0,1122.33,202.0194,838.63,0.0,Individual,0.0,0.0,89826.0,76300.0
11525,13.59,391.61,C,5 years,RENT,25000.0,Fully Paid,17.33,1.0,0.0,23.0,8.0,0.0,7224,45.4,20.0,12365.23916,12365.24,11525.0,840.24,0.0,0.0,0.0,10032.98,0.0,Individual,0.0,0.0,7224.0,15900.0
22400,24.89,656.03,F,7 years,MORTGAGE,68000.0,Fully Paid,15.85,0.0,2.0,60.0,11.0,0.0,7275,48.8,57.0,25570.38,25570.38,22400.0,3170.38,0.0,0.0,0.0,21634.2,0.0,Individual,0.0,0.0,188326.0,14900.0
8500,11.49,280.26,B,< 1 year,RENT,60000.0,Charged Off,22.9,0.0,0.0,,11.0,0.0,19060,56.7,12.0,4750.86,4750.86,3652.19,1098.67,0.0,0.0,0.0,280.26,0.0,Individual,0.0,150.0,31667.0,33600.0
31425,16.99,1120.24,D,10+ years,MORTGAGE,100000.0,Fully Paid,20.38,0.0,0.0,53.0,7.0,1.0,7773,67.0,18.0,37119.20496,37119.2,31425.0,5694.2,0.0,0.0,0.0,21385.47,0.0,Individual,0.0,0.0,221061.0,11600.0
25000,18.06,635.66,D,4 years,RENT,75000.0,Charged Off,15.58,0.0,1.0,75.0,14.0,0.0,19881,44.5,23.0,3788.88,3788.88,1616.21,2172.67,0.0,0.0,0.0,635.66,0.0,Individual,0.0,0.0,24872.0,44700.0
12000,6.03,365.23,A,4 years,RENT,100000.0,Fully Paid,3.05,0.0,0.0,,12.0,0.0,12094,20.3,23.0,13144.11786,13144.12,12000.0,1144.12,0.0,0.0,0.0,365.09,0.0,Individual,0.0,0.0,12094.0,59600.0
12700,12.29,423.59,C,< 1 year,MORTGAGE,87800.0,Fully Paid,8.1,0.0,1.0,57.0,3.0,0.0,4699,40.9,5.0,15232.61786,15232.62,12700.0,2532.62,0.0,0.0,0.0,423.29,0.0,Individual,0.0,0.0,16017.0,11500.0
12000,10.49,389.98,B,,MORTGAGE,80000.0,Fully Paid,11.37,0.0,0.0,,10.0,0.0,12973,59.2,14.0,12008.05,12008.05,12000.0,8.05,0.0,0.0,0.0,12015.04,0.0,Individual,0.0,0.0,219083.0,21900.0
25000,11.49,549.69,B,6 years,MORTGAGE,90000.0,Late (31-120 days),26.28,2.0,1.0,5.0,9.0,0.0,24689,74.0,15.0,8804.49,8804.49,4980.03,3796.98,27.48,0.0,0.0,191.7,0.0,Individual,0.0,0.0,466045.0,33220.0
